followpa,readnews,tvnews,internet,contact,attend,contrib,workpol,joinint,regist,vote,union,profsoc,relorg,fratgrp,servgrp,polgrp,vetgrp,collgrp,neihgrp,schlgrp,ythgrp,sprtgrp,feegrps,board,attnrel,trustoff,obggrps,oppsucc,incdiff,haves,ineqinc,ineqfut,curinc,achieve,hardwork,classdiv,afirmact,upmobil,dwnmobil,gvtdomor,govtprog,headst,medicaid,fdstamp,welfare1,pubhous,schaid,collgrnt,socsec,medicare,medaid2,welfare2,eitc,collgrt2,stuloans,vetben,unemploy,govtpen,wrkcomp,fdstmp2,pubhou2,busloan,gibill,mtgdedt,headst2,wic,disabity,ptyid,politics,pres,longlive,worksit,healthin,maritial,children,race,econsit,feconsit,parents,coecosit,educ,agerec,courtnew,partback,judgelec,votejude,stjudele,goodjudg,coconfli,viewjudg,judgshie,judbckgr,ampeople,corctdec,judgacct,persbelf,mediacov,income,sexrec,tzone,agegrp,allwt,socsecsf,medcrsf,medcdsf,welfself,EITCself,colgself,stulnsel,vetbself,unempsel,govpensf,wkcmpsef,fdstpsel,pubhsslf,buslnsf,gibilsef,mtgdself,hdstrtsf,wicself,disblsef,soccitzn,soccit2,grntloan,votealwy,votescal,meantest,nonmeans,educrcd,incomercd,follorcd,trustofrd,gvtdomor2,govtprog2,unionrcd,nonmean2,meantst2,govprogr,sexrd,agerd,ptyidrd,polorit,oppsucrd,incdiffrd,havercd,ineqinrd,upmobrd,dwnmobrd,healthrcd,college,partyrd,partyrd2,govprord,income2,meantst3,over50,income4rcd
4,2,1,2,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,1,3,1,2,3,3,1,3,1,1,2,2,3,NA,3,1,1,1,2,2,2,1,4,1,4,4,2,1,1,4,4,4,4,4,NA,4,4,1,4,4,4,1,3,2,21,1,2,1,2,1,1,1,3,2,1,21,3,1,2,1,3,1,3,3,2,2,1,1,1,1,1,7,1,E,1,7,0,1,0,0,0,1,1,0,0,0,0,0,NA,0,0,1,0,0,0,NA,NA,1,1,3,NA,2,1,7,1,0,NA,3,0,3,NA,1,1,21,1,3,3,1,2,3,2,3,1,3,1,1,0,5,NA,0,4
1,1,1,2,1,1,1,1,0,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,3,1,2,2,2,3,1,2,1,1,2,1,1,1,2,2,3,2,3,1,2,2,4,4,2,1,1,2,4,4,2,2,4,4,2,1,4,2,4,1,2,2,18,1,2,2,1,2,2,2,1,1,4,42,1,1,2,1,2,2,3,1,1,2,2,1,2,2,1,4,2,C,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,2,1,1,4,4,4,0,3,1,0,2,0,3,2,42,1,2,2,3,1,2,1,2,1,3,1,1,1,4,0,0,3
3,1,1,1,0,0,0,0,0,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,NA,3,1,1,2,1,1,1,1,2,3,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,4,1,1,4,1,4,1,2,4,4,1,2,1,4,4,1,3,2,5,1,2,1,1,1,1,1,1,2,3,35,2,2,1,1,3,2,2,3,2,1,1,2,1,1,2,2,1,E,2,4,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,6,3,1,1,3,2,3,3,2,2,1,3,2,0,4,1,2,1,35,1,3,2,1,1,1,2,2,1,3,1,1,0,2,1,0,2
2,1,NA,NA,1,0,0,0,0,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,4,2,2,3,1,1,2,3,1,3,1,1,2,2,2,1,3,1,1,2,2,2,2,1,2,2,4,4,3,4,4,4,NA,4,4,4,4,4,4,4,4,4,4,1,2,2,18,1,2,2,1,2,2,2,2,2,1,46,2,1,1,1,2,2,3,2,1,1,1,1,1,1,1,3,1,E,3,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,3,1,NA,1,3,3,0,3,3,0,NA,1,1,1,46,1,2,3,1,1,2,2,2,1,3,1,1,0,3,0,0,3
1,1,1,1,0,1,0,0,0,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,5,2,1,3,3,1,1,1,2,3,1,2,1,1,1,1,3,1,3,3,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,4,4,1,1,2,10,2,NA,1,2,2,1,1,3,1,2,19,2,2,1,2,NA,3,3,1,2,1,2,2,1,2,2,5,1,P,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,1,3,NA,0,2,5,4,0,3,3,0,0,NA,1,1,19,1,1,3,3,1,1,1,1,NA,3,1,1,0,5,NA,0,4
1,1,2,5,1,1,0,0,1,1,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,5,2,2,2,3,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,1,4,4,4,1,1,2,10,1,NA,2,1,2,3,1,3,2,4,47,1,2,1,1,2,2,3,2,NA,1,2,2,2,1,1,NA,2,P,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3,0,1,4,NA,4,0,3,1,0,1,0,3,2,47,1,1,2,3,1,1,2,2,NA,3,1,1,1,NA,0,0,4
4,4,2,1,0,0,0,0,0,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,5,1,2,3,3,1,1,3,2,2,1,2,1,3,2,3,2,1,1,1,2,2,1,1,4,4,4,4,2,4,2,1,1,4,3,3,4,4,1,2,4,4,4,1,NA,2,7,1,2,1,2,2,1,1,1,2,2,29,3,2,2,2,NA,1,2,2,1,2,1,1,2,1,1,3,1,C,1,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,5,3,0,0,2,1,4,2,3,1,1,1,2,0,4,1,2,1,29,1,NA,3,3,1,1,3,2,1,3,1,1,0,3,1,0,3
2,4,1,5,0,0,0,0,0,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,3,1,2,3,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,4,2,4,3,3,3,4,1,4,2,3,4,4,4,4,2,2,4,1,NA,2,23,2,2,1,1,1,3,1,3,1,2,23,2,1,2,2,NA,3,3,1,1,1,2,2,2,1,1,1,1,E,1,7,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,5,3,1,0,0,3,1,2,1,3,1,3,1,0,2,2,3,1,23,1,NA,3,1,2,3,1,2,1,3,1,1,1,1,1,0,1
4,2,1,1,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,4,1,2,3,3,1,2,1,2,1,1,2,1,2,3,2,1,1,1,2,2,2,2,1,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,NA,NA,3,1,2,2,2,2,2,2,3,2,3,26,3,2,2,1,2,2,3,2,1,1,2,1,1,2,2,2,2,C,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,1,0,3,2,1,1,2,1,0,1,1,3,2,26,1,NA,3,3,1,2,2,3,1,3,1,1,1,2,0,0,2
2,2,1,5,0,0,1,0,0,1,3,2,1,1,2,1,2,1,1,2,1,1,2,1,2,3,1,2,2,3,1,1,1,2,3,1,2,1,3,3,3,3,1,1,1,1,1,1,1,2,1,2,2,2,4,1,2,2,4,4,2,4,4,4,4,1,1,1,1,1,NA,5,7,2,2,1,1,3,1,3,1,3,49,1,1,3,1,3,2,3,3,1,2,1,1,1,2,1,2,1,P,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5,3,1,0,1,2,1,3,2,3,1,1,3,0,2,2,1,1,49,1,1,2,3,1,1,3,3,1,3,1,1,0,2,2,0,2
1,4,1,1,0,1,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,3,1,1,2,3,1,3,1,1,1,2,2,1,2,2,3,3,2,3,2,1,2,2,2,2,4,1,3,3,2,4,2,4,4,4,4,4,4,3,4,1,2,2,2,1,2,1,1,4,1,1,3,1,3,33,2,1,1,2,NA,2,2,3,1,1,1,1,1,2,1,2,1,M,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4,2,1,1,3,2,1,3,2,4,0,3,2,1,2,1,2,1,33,1,2,3,1,1,2,2,2,1,3,1,1,0,2,1,0,2
1,3,1,5,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,1,3,1,1,2,2,3,1,2,1,3,1,1,1,3,1,3,3,1,3,3,2,2,2,4,4,1,1,2,4,4,4,4,4,4,4,4,4,4,4,1,2,2,32,5,2,2,1,2,3,2,2,2,3,32,2,2,2,1,1,3,2,3,1,1,2,2,2,2,2,2,1,E,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,0,3,2,4,1,3,1,0,1,0,3,1,32,1,2,1,3,1,1,3,1,1,1,1,1,1,2,0,0,2
3,1,5,5,0,1,0,0,0,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,1,3,1,NA,NA,2,1,1,2,NA,2,1,1,1,2,1,1,1,1,1,1,3,2,2,4,1,3,2,2,2,NA,2,2,4,4,4,4,2,1,2,1,NA,1,12,5,1,1,1,2,3,1,1,2,2,27,2,2,2,2,NA,2,NA,2,1,1,2,1,1,1,2,1,2,C,1,3,1,0,0,0,1,1,0,0,0,NA,0,0,0,0,0,0,0,1,0,NA,NA,1,0,1,3,NA,2,1,2,1,3,1,0,NA,2,3,2,27,1,NA,1,3,1,NA,2,1,0,3,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,3,1,1,2,2,3,1,2,1,2,3,1,3,1,2,3,2,2,3,1,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,1,4,4,4,1,2,1,30,1,4,2,1,2,1,2,1,1,3,48,1,2,2,1,2,2,2,3,1,1,2,2,2,NA,2,4,1,I,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,1,3,1,1,3,4,4,0,3,3,1,2,0,1,1,48,1,2,2,3,1,1,2,3,1,3,1,1,0,4,0,0,3
1,2,1,5,0,0,0,0,0,4,4,1,2,2,2,2,2,2,2,2,2,1,1,2,2,5,2,2,3,3,1,3,1,1,1,2,2,1,2,3,1,3,2,3,3,3,2,1,1,1,4,4,2,3,2,1,4,2,2,2,2,4,4,4,4,4,4,2,1,1,2,5,6,2,1,2,2,3,1,3,2,2,20,2,1,3,2,NA,3,2,2,2,1,1,2,1,2,2,1,2,C,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,1,2,1,4,0,3,3,1,2,1,1,2,20,1,1,3,3,1,3,2,3,1,3,1,1,0,1,0,0,1
2,2,1,1,1,0,0,0,0,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,NA,2,2,3,3,3,1,1,2,1,2,1,2,NA,1,2,1,NA,1,1,1,1,1,1,1,2,2,4,4,4,4,1,4,4,2,4,4,4,4,4,1,4,4,4,1,2,2,10,1,4,2,1,2,1,2,1,1,4,41,3,2,1,1,3,3,3,1,1,1,NA,2,2,1,2,6,2,E,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,2,0,1,4,6,3,0,3,NA,0,2,0,NA,2,41,1,2,3,3,1,1,1,2,1,3,1,1,NA,5,0,0,4
3,2,5,3,0,0,1,0,0,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,1,1,1,2,3,1,1,NA,2,2,1,1,1,1,2,1,1,1,1,1,2,4,4,1,1,1,4,4,4,4,4,4,4,4,1,4,4,2,1,2,2,25,6,2,1,2,2,2,1,NA,2,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,E,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5,3,1,0,2,2,2,2,NA,2,0,3,1,0,3,1,3,1,25,1,2,2,3,1,1,2,2,1,3,1,1,1,NA,0,0,NA
1,1,1,1,1,1,1,0,0,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,4,1,1,2,1,2,4,4,4,2,2,4,4,2,2,1,1,2,2,1,2,1,2,5,1,1,1,1,4,46,1,2,3,1,1,2,2,3,1,2,2,2,2,2,1,3,1,Z,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,3,1,1,4,3,4,1,3,1,0,2,0,3,1,46,1,1,3,3,1,1,2,2,1,3,1,1,1,3,0,0,3
2,5,5,5,1,1,0,0,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,6,1,1,2,3,1,1,1,1,3,2,2,1,2,2,1,1,NA,NA,1,1,1,1,1,1,4,4,4,4,4,1,4,2,2,4,4,4,4,4,1,4,4,4,1,1,2,8,1,2,2,2,2,1,2,1,1,3,49,1,2,1,1,1,2,3,1,2,1,2,2,2,NA,1,NA,2,P,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,1,3,0,2,3,NA,3,1,3,1,0,3,0,3,2,49,1,1,2,3,1,1,2,2,1,3,1,1,1,NA,0,0,4
1,2,2,4,1,0,1,1,0,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,5,2,1,2,1,1,1,2,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,NA,1,1,3,4,2,4,4,2,4,4,1,4,4,2,1,1,2,31,1,2,2,1,2,1,2,1,2,2,31,2,2,1,2,NA,2,3,3,1,1,2,2,2,1,2,4,2,E,2,1,0,0,0,0,NA,1,1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,1,1,3,NA,2,2,4,4,0,3,1,0,3,NA,3,2,31,1,1,2,1,1,1,1,2,1,3,1,1,1,4,0,0,3
4,2,1,4,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,NA,1,1,1,1,3,1,1,1,2,2,1,3,1,3,3,3,3,1,1,4,2,2,4,1,4,4,4,4,NA,2,1,4,4,4,4,4,4,4,1,2,2,3,2,2,1,1,1,1,1,1,1,1,47,3,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,C,3,2,0,0,0,0,1,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,NA,NA,0,1,3,2,NA,1,2,1,1,3,3,1,NA,2,1,1,47,1,2,1,NA,1,1,2,2,1,3,1,1,0,2,1,0,2
1,2,5,2,0,1,0,0,0,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,NA,1,2,2,2,2,2,NA,NA,3,2,1,1,2,2,3,3,NA,NA,3,3,3,2,3,2,4,4,4,4,3,1,1,4,4,4,4,4,4,4,4,3,4,2,4,3,3,1,1,1,2,2,2,2,1,1,2,2,4,22,2,2,2,1,2,2,3,1,2,1,1,1,1,1,2,3,1,E,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,1,3,2,1,4,3,4,0,1,NA,0,2,1,NA,1,22,3,3,2,2,2,NA,2,3,1,2,3,3,NA,3,0,0,3
2,2,1,4,1,1,1,1,0,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,3,1,1,2,2,1,3,2,3,2,1,3,1,3,1,4,4,2,4,2,2,3,4,4,4,2,NA,4,4,3,2,2,4,4,3,3,1,1,3,3,2,1,2,2,1,1,2,4,27,2,2,3,1,2,1,3,1,2,1,2,1,2,2,1,3,2,E,1,3,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,1,0,0,0,0,NA,NA,1,1,3,NA,1,4,3,3,1,1,2,0,2,NA,2,2,27,3,3,1,2,2,2,2,1,1,3,3,3,0,3,NA,0,3
4,4,2,5,0,0,0,0,0,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,3,2,1,3,1,1,1,2,2,1,1,1,1,1,1,1,3,3,4,4,4,3,3,3,3,4,4,4,4,1,2,4,4,4,3,2,2,3,NA,NA,37,1,2,2,1,2,1,1,1,1,3,45,3,2,3,1,2,1,3,3,2,1,1,1,1,NA,NA,2,2,E,3,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,6,3,1,0,1,5,0,3,2,1,0,3,1,0,1,4,3,2,45,3,NA,1,1,1,3,2,2,1,1,3,3,1,2,3,0,2
2,1,1,5,1,0,1,0,0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,3,2,2,3,1,2,1,2,2,2,2,1,2,2,2,2,2,3,1,2,4,4,3,4,4,2,4,2,4,4,4,4,4,4,4,4,1,3,2,1,18,7,1,1,2,2,3,3,2,2,1,42,2,2,2,2,NA,2,3,3,2,1,1,1,1,1,1,1,1,C,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,2,1,1,1,1,3,0,2,2,0,1,1,2,1,42,3,2,2,1,2,3,2,2,0,1,3,3,0,1,0,0,1
1,1,1,4,0,1,1,0,0,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,1,2,3,1,1,1,2,1,2,2,1,2,3,2,2,1,1,2,2,4,4,3,4,1,2,1,2,4,4,4,4,4,1,4,4,4,3,2,1,42,1,2,2,2,2,1,3,1,1,3,48,1,2,1,1,2,2,2,2,1,1,2,1,2,1,2,3,2,C,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4,2,1,1,3,1,2,3,3,4,1,2,2,0,3,1,2,2,48,3,2,2,3,2,2,2,1,1,3,3,3,0,3,0,0,3
1,2,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,3,3,2,2,1,1,1,1,3,2,1,1,1,1,2,3,1,1,3,3,3,3,1,1,1,4,3,3,3,4,4,3,4,3,1,3,3,3,NA,1,6,1,1,4,2,5,3,1,1,2,3,42,3,1,3,2,NA,2,3,2,1,1,1,1,1,1,1,2,2,C,2,2,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,15,3,1,1,3,6,6,3,2,4,0,2,1,0,7,5,3,2,42,3,NA,1,2,1,3,1,3,0,3,3,3,1,2,4,0,2
1,1,1,2,0,0,1,0,0,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,4,2,1,3,3,1,1,1,1,3,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,4,4,4,4,2,3,4,3,1,4,4,4,3,4,4,4,3,NA,2,18,1,2,2,1,2,1,1,1,1,3,49,2,3,2,1,3,2,3,2,1,1,2,1,2,1,1,6,1,P,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,4,2,0,1,3,1,3,3,6,4,0,3,1,0,3,1,3,1,49,3,NA,3,3,1,1,2,2,1,3,3,3,1,5,1,0,4
1,1,1,1,0,0,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,3,1,1,2,2,NA,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,25,5,2,2,1,2,3,3,2,2,3,32,3,2,2,1,2,1,3,3,1,1,2,1,1,1,1,1,2,E,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,1,4,0,3,1,0,0,0,3,2,32,3,3,1,3,1,1,1,1,1,3,3,3,1,1,0,0,1
3,4,4,1,0,0,0,0,0,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,NA,2,1,2,3,1,2,2,2,2,2,3,NA,1,3,3,3,3,1,4,4,4,4,2,1,1,4,2,4,2,4,4,NA,4,4,4,4,4,3,2,1,13,1,2,2,1,2,1,1,1,2,3,33,3,3,1,2,NA,NA,NA,2,1,1,2,2,2,1,2,4,2,E,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,1,0,2,1,0,3,4,2,1,2,3,0,1,0,1,2,33,3,2,1,2,NA,2,2,2,1,3,3,3,0,4,0,0,3
1,4,1,1,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,3,1,2,1,2,3,1,1,1,1,2,2,3,2,3,2,3,2,1,1,4,4,4,4,3,3,3,2,4,4,4,4,4,4,2,4,4,4,1,3,3,1,15,2,2,2,1,2,1,2,1,2,3,40,2,1,NA,2,NA,1,NA,1,2,1,2,2,1,2,2,3,2,E,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,1,3,2,0,3,3,4,1,2,3,0,1,1,1,2,40,3,3,2,3,1,2,1,2,1,3,3,3,0,3,0,0,3
1,3,1,1,1,0,0,0,0,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,4,NA,2,1,1,2,2,3,1,3,1,2,2,1,1,2,1,1,1,3,3,1,1,1,3,4,2,1,4,1,4,4,4,4,1,1,1,4,4,4,2,2,1,3,3,1,41,6,5,4,1,2,1,1,3,2,2,48,2,NA,3,1,1,1,1,2,1,2,1,2,1,1,NA,1,2,C,3,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,7,3,1,1,3,4,2,2,1,4,NA,2,1,1,2,3,3,2,48,3,3,1,1,2,2,1,1,1,3,3,3,1,1,3,0,1
1,2,1,1,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,NA,2,1,2,3,3,1,2,2,2,2,3,3,NA,3,3,3,3,3,3,2,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,2,1,37,1,2,1,NA,2,1,1,1,2,1,45,2,1,2,1,2,2,2,2,1,1,1,2,1,1,2,3,2,C,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4,0,1,3,0,0,0,1,2,45,3,2,2,NA,2,1,2,2,1,1,3,3,0,3,0,0,3
1,1,4,5,1,0,0,0,0,1,2,2,2,1,2,2,2,2,2,2,1,NA,2,2,2,1,1,1,1,2,2,NA,2,NA,3,1,2,1,2,3,3,2,1,1,2,2,1,1,1,4,2,4,4,NA,2,2,4,4,4,4,3,4,4,4,4,4,4,4,3,3,1,20,2,4,2,1,2,1,2,1,1,3,44,2,2,2,2,NA,1,3,1,1,1,2,2,2,NA,2,5,2,E,2,1,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,0,0,2,NA,0,3,5,4,1,1,2,0,0,NA,2,2,44,3,3,1,2,2,NA,2,3,1,3,3,3,0,5,1,0,4
1,3,5,2,1,0,0,0,0,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,3,3,3,1,2,2,1,1,3,3,1,1,1,1,1,3,2,4,4,3,4,3,2,4,4,4,1,2,4,4,4,2,3,4,2,4,3,3,1,7,1,4,2,1,2,3,1,1,2,4,36,2,2,2,1,2,2,NA,1,1,1,1,2,1,1,2,2,1,C,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,2,0,0,2,2,2,4,2,4,1,1,3,0,2,2,1,1,36,3,3,1,2,2,1,1,1,1,2,3,3,0,2,1,0,2
1,1,1,1,0,0,1,0,0,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,4,1,2,1,2,2,2,2,3,3,1,1,2,2,3,3,3,2,2,2,2,2,1,1,4,4,4,4,2,4,2,1,4,4,4,4,4,4,4,2,4,4,4,3,3,1,22,1,2,2,2,2,1,1,3,2,3,31,2,2,1,1,3,2,3,2,1,1,2,1,2,2,2,4,1,C,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,1,3,4,4,1,1,3,0,1,0,1,1,31,3,3,1,2,2,2,2,3,1,3,3,3,0,4,0,0,3
1,4,1,3,1,0,0,1,0,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,3,3,1,1,2,1,2,2,3,1,2,2,3,2,2,2,4,4,4,4,1,1,1,4,4,4,4,4,4,4,4,NA,4,4,4,3,3,1,6,2,3,1,2,2,2,1,3,2,4,32,2,2,2,1,3,2,3,3,1,1,2,2,2,1,2,1,1,P,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,1,0,2,2,NA,4,1,4,1,2,3,0,NA,1,1,1,32,3,3,2,2,2,2,1,2,1,2,3,3,0,1,0,0,1
1,2,1,5,1,0,1,0,0,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,NA,2,3,3,1,1,NA,1,2,1,2,1,2,2,1,2,1,2,2,2,3,1,2,2,2,4,2,3,4,4,4,2,4,2,2,4,4,4,2,4,3,2,3,3,1,19,2,1,4,1,6,3,1,1,3,2,47,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,C,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,3,2,0,2,1,4,NA,3,2,0,0,2,2,2,47,3,3,3,3,1,1,2,2,0,2,3,3,0,1,1,0,1
3,3,2,2,0,0,0,0,0,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,4,1,2,2,3,1,2,1,2,2,1,2,NA,1,2,2,1,1,1,2,2,1,2,1,2,2,4,4,4,4,2,2,1,4,4,4,4,4,4,4,4,4,4,3,2,1,16,1,2,1,2,2,2,2,2,2,3,42,2,2,2,1,3,2,NA,2,1,NA,2,1,NA,2,2,2,2,C,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,3,2,2,1,2,1,0,1,0,3,2,42,3,2,2,3,1,2,1,2,1,3,3,3,1,2,0,0,2
1,2,1,1,0,0,0,0,0,1,1,2,1,2,1,2,2,1,1,NA,2,2,2,2,2,6,2,3,1,2,2,1,2,3,3,1,1,2,2,2,3,1,1,NA,2,2,3,1,1,2,2,2,2,3,4,1,1,2,4,2,2,2,4,1,1,4,2,2,3,3,1,6,1,1,1,2,2,1,1,1,1,3,36,1,2,3,1,2,1,2,1,1,1,1,2,2,1,2,4,1,E,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,5,3,1,1,3,1,3,3,4,4,0,1,1,0,4,1,3,1,36,3,3,1,2,2,1,2,2,0,3,3,3,1,4,0,0,3
1,2,1,5,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,3,3,1,1,2,2,2,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,40,1,2,2,1,2,3,1,3,2,2,40,2,1,2,2,NA,1,3,2,1,1,2,1,1,1,1,2,2,C,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,2,4,1,1,3,0,0,0,1,2,40,3,2,1,2,1,2,2,2,1,3,3,3,0,2,0,0,2
