followpa,readnews,tvnews,internet,contact,attend,contrib,workpol,joinint,regist,vote,union,profsoc,relorg,fratgrp,servgrp,polgrp,vetgrp,collgrp,neihgrp,schlgrp,ythgrp,sprtgrp,feegrps,board,attnrel,trustoff,obggrps,oppsucc,incdiff,haves,ineqinc,ineqfut,curinc,achieve,hardwork,classdiv,afirmact,upmobil,dwnmobil,gvtdomor,govtprog,headst,medicaid,fdstamp,welfare1,pubhous,schaid,collgrnt,socsec,medicare,medaid2,welfare2,eitc,collgrt2,stuloans,vetben,unemploy,govtpen,wrkcomp,fdstmp2,pubhou2,busloan,gibill,mtgdedt,headst2,wic,disabity,ptyid,politics,pres,longlive,worksit,healthin,maritial,children,race,econsit,feconsit,parents,coecosit,educ,agerec,courtnew,partback,judgelec,votejude,stjudele,goodjudg,coconfli,viewjudg,judgshie,judbckgr,ampeople,corctdec,judgacct,persbelf,mediacov,income,sexrec,tzone,agegrp,allwt,socsecsf,medcrsf,medcdsf,welfself,EITCself,colgself,stulnsel,vetbself,unempsel,govpensf,wkcmpsef,fdstpsel,pubhsslf,buslnsf,gibilsef,mtgdself,hdstrtsf,wicself,disblsef,soccitzn,soccit2,grntloan,votealwy,votescal,meantest,nonmeans,educrcd,incomercd,follorcd,trustofrd,gvtdomor2,govtprog2,unionrcd,nonmean2,meantst2,govprogr,sexrd,agerd,ptyidrd,polorit,oppsucrd,incdiffrd,havercd,ineqinrd,upmobrd,dwnmobrd,healthrcd,college,partyrd,partyrd2,govprord,income2,meantst3,over50,income4rcd
1,2,1,5,1,0,0,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,2,2,3,3,1,1,3,1,2,2,2,1,3,2,1,3,3,1,1,2,1,3,3,4,4,4,4,4,4,4,1,1,1,3,4,4,4,4,4,4,4,2,2,3,2,20,4,3,2,2,2,2,3,1,1,1,55,2,1,1,1,1,3,1,2,1,1,1,1,1,1,2,3,1,C,3,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,2,0,1,3,0,4,1,3,4,0,3,3,0,4,0,1,1,55,2,3,3,3,1,1,3,2,1,1,2,NA,0,3,0,1,3
2,3,1,5,0,0,0,0,0,1,3,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,4,1,1,2,1,NA,1,2,NA,3,1,2,1,1,2,2,1,1,1,1,2,1,3,3,2,3,3,4,3,4,2,2,2,4,1,3,4,4,4,3,4,4,1,NA,2,2,5,4,3,2,2,2,1,1,NA,2,1,58,2,2,NA,2,NA,2,NA,1,1,NA,2,1,1,1,1,2,2,C,3,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,7,3,0,0,1,3,3,1,2,3,1,2,1,0,3,3,3,2,58,NA,2,2,1,NA,1,1,2,1,1,NA,NA,1,2,2,1,2
1,2,4,4,1,1,1,0,0,1,2,2,1,1,NA,2,2,1,NA,2,2,1,1,1,NA,5,NA,2,1,3,1,3,1,1,2,1,2,2,1,3,3,2,3,2,1,2,2,2,1,2,2,2,1,4,2,3,4,4,4,2,1,1,4,2,1,4,4,4,4,3,NA,50,1,3,4,1,6,1,1,1,1,4,56,2,1,NA,1,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,E,3,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,5,3,1,0,2,3,1,4,NA,4,NA,1,2,0,2,3,2,1,56,NA,3,1,3,1,3,1,3,1,3,NA,NA,0,NA,3,1,NA
1,2,1,1,1,0,0,0,0,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,3,1,3,1,1,2,2,3,1,2,NA,1,3,1,3,1,1,1,2,1,1,1,1,1,4,4,3,1,1,1,1,4,1,1,4,2,1,1,4,2,1,NA,1,2,20,4,2,2,1,2,3,1,2,2,3,56,3,2,1,2,NA,1,3,1,1,1,2,2,2,1,2,2,1,C,3,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,12,3,1,0,2,3,7,3,2,4,0,3,3,0,8,2,1,1,56,NA,1,1,3,1,1,1,3,1,3,NA,NA,0,2,1,1,2
1,2,1,1,1,0,1,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,3,2,2,2,2,2,1,2,2,1,3,3,3,2,2,2,2,2,3,1,3,3,4,4,3,4,4,2,2,4,4,4,4,4,2,3,4,4,4,2,3,1,10,4,2,2,1,2,2,2,1,1,1,65,1,1,1,1,3,1,1,2,1,1,1,2,2,1,2,3,2,C,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,1,3,1,3,1,3,4,0,1,3,0,3,1,1,2,65,2,3,1,3,2,2,1,3,1,3,2,NA,0,3,0,1,3
1,1,1,4,1,0,1,1,0,1,1,1,1,2,2,1,2,2,1,1,2,2,2,1,2,5,1,2,1,3,1,3,2,1,1,2,2,1,1,NA,1,1,1,1,1,1,1,1,1,4,4,4,4,1,2,2,4,2,1,4,4,4,4,1,1,4,4,4,2,1,2,31,4,6,2,1,2,1,2,1,2,3,69,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,3,1,E,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,2,0,1,3,1,3,3,3,4,1,3,1,1,3,1,3,1,69,2,1,1,3,1,3,1,NA,1,3,2,NA,1,3,0,1,3
3,4,4,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,1,2,2,2,2,2,2,3,3,1,1,NA,1,3,3,3,1,1,1,1,1,1,1,2,2,2,2,3,1,1,4,1,4,4,4,4,4,4,1,4,4,2,4,3,1,2,1,2,4,1,2,2,2,2,2,3,50,1,2,3,2,NA,1,3,1,1,1,2,2,2,2,2,4,1,E,3,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,5,3,1,0,2,2,2,3,4,2,1,1,3,0,3,1,1,1,50,NA,3,2,2,2,2,1,3,1,3,NA,NA,0,4,0,1,3
1,1,1,1,0,0,1,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,5,2,1,3,3,1,1,1,1,3,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,2,4,4,4,4,2,4,2,3,4,4,4,4,4,3,4,4,4,2,2,2,22,1,2,2,1,2,1,2,2,2,3,55,2,2,2,1,2,2,3,3,1,1,1,1,2,1,2,3,2,E,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,3,0,2,3,3,4,0,2,1,0,2,0,3,2,55,2,2,3,3,1,1,2,2,1,3,2,NA,1,3,0,1,3
1,4,1,4,1,0,0,0,0,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,1,1,3,1,2,2,2,2,2,1,1,2,2,2,3,2,2,2,2,4,4,2,4,2,2,2,NA,2,4,4,4,4,3,4,4,4,2,2,2,28,1,4,4,1,2,1,1,2,1,2,61,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,Z,4,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,NA,NA,0,1,3,0,NA,2,2,4,0,2,1,0,NA,0,3,2,61,2,2,2,1,1,2,2,2,1,2,2,NA,1,2,0,1,2
2,5,1,3,0,0,0,0,0,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,3,1,1,1,2,3,2,1,2,3,3,3,3,2,2,2,2,2,3,1,2,2,4,2,4,2,4,4,3,4,2,2,4,4,4,4,4,2,2,2,2,2,1,3,1,2,2,2,1,2,1,1,1,55,2,NA,2,2,NA,2,3,1,2,1,1,1,1,1,2,2,2,E,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,2,3,1,1,3,1,1,0,1,2,55,2,2,3,3,1,1,3,3,0,3,2,NA,0,2,0,1,2
2,1,1,5,0,0,0,0,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,1,3,1,1,1,2,3,1,2,2,3,3,3,3,3,NA,1,3,3,1,1,3,3,4,4,4,4,2,1,4,1,4,4,4,4,1,2,4,4,4,2,2,2,34,4,2,5,1,2,2,2,2,2,4,72,2,2,3,1,3,3,3,2,1,2,2,1,2,1,2,3,1,E,4,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,3,0,1,3,0,5,4,3,3,1,1,3,0,5,0,1,1,72,2,2,1,3,1,1,3,3,1,3,2,NA,0,3,0,1,3
1,1,1,2,0,0,1,0,0,1,1,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,3,1,1,3,2,3,1,2,1,2,2,1,2,1,2,2,2,1,3,2,4,2,2,2,4,4,2,2,2,4,2,4,NA,4,2,3,2,4,4,2,2,2,30,1,2,2,1,2,1,1,1,1,2,53,2,2,1,1,3,2,3,1,1,1,2,2,1,2,1,4,1,C,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,NA,NA,0,1,3,NA,1,2,4,4,1,3,2,0,1,NA,2,1,53,2,2,1,3,1,1,2,2,1,2,2,NA,0,4,NA,1,3
1,1,1,5,0,0,1,0,0,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,NA,2,2,NA,NA,1,NA,2,3,1,1,2,2,NA,2,3,NA,2,2,2,2,NA,1,1,1,4,4,4,2,2,2,4,4,4,4,4,4,2,4,4,4,4,2,3,1,12,4,3,5,1,2,2,NA,2,2,2,70,3,NA,NA,2,NA,1,3,1,1,NA,1,1,NA,1,NA,2,2,C,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,2,2,2,4,NA,2,3,0,2,0,1,2,70,2,3,2,NA,NA,1,2,NA,1,3,2,NA,0,2,0,1,2
1,1,1,1,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2,1,3,1,1,1,3,2,1,3,1,1,1,1,1,1,1,1,3,3,4,3,3,4,2,2,4,4,4,4,4,1,4,4,4,4,2,2,2,55,1,2,1,2,2,1,1,2,2,4,55,1,2,2,1,3,2,3,1,1,2,2,1,2,1,1,3,1,C,3,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,1,1,3,3,3,4,3,4,1,3,3,0,3,2,1,1,55,2,2,2,3,1,2,3,2,1,3,2,NA,0,3,1,1,3
2,1,1,5,0,0,0,0,0,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2,2,3,1,1,2,2,3,1,3,2,2,2,3,2,2,1,2,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,2,1,32,5,2,2,1,2,1,2,1,2,1,54,3,2,1,2,NA,2,2,3,1,1,2,1,2,2,2,3,2,E,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,3,0,3,3,0,0,0,1,2,54,2,2,2,3,1,3,2,3,1,3,2,NA,0,3,0,1,3
1,5,1,5,0,0,0,0,0,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,2,2,1,1,3,3,1,3,1,2,2,3,1,1,1,1,1,1,1,1,1,1,3,1,4,4,1,2,2,4,1,2,1,4,4,4,4,2,2,4,1,2,3,2,29,4,1,4,1,2,3,3,3,3,1,58,1,1,3,2,NA,2,1,1,1,1,1,1,1,1,1,1,2,E,3,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,6,3,0,0,1,1,4,1,1,4,0,3,1,0,4,1,3,2,58,2,3,2,1,1,3,3,1,0,3,2,NA,1,1,0,1,1
1,3,1,NA,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,1,2,2,3,1,1,3,1,1,1,2,1,2,2,NA,1,1,2,2,2,2,1,1,3,1,1,2,1,2,1,4,4,4,1,4,4,4,4,1,4,4,1,2,NA,2,60,4,2,2,1,2,2,2,1,1,1,60,2,2,1,1,3,2,NA,3,1,2,NA,1,2,1,1,3,1,E,4,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,8,3,1,0,2,2,4,1,3,4,1,NA,1,0,5,2,3,1,60,2,NA,2,3,1,1,2,2,1,3,2,NA,1,3,1,1,3
1,3,5,1,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,NA,2,2,2,2,2,3,3,1,2,2,2,2,3,3,3,2,3,3,3,3,3,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,2,3,1,3,1,1,2,1,2,2,2,2,2,4,53,1,2,2,1,2,1,NA,1,1,1,2,2,2,1,2,2,1,C,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,3,0,1,4,2,4,1,1,3,0,2,0,1,1,53,2,3,2,2,2,2,2,2,0,1,2,NA,0,2,0,1,2
1,1,1,2,1,1,0,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,1,2,2,NA,2,2,3,1,1,1,1,2,2,1,1,3,1,1,2,1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,2,17,5,3,2,1,7,2,NA,1,1,3,67,1,1,1,1,3,3,2,3,1,1,NA,NA,2,NA,2,6,2,C,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,6,4,NA,3,2,0,0,0,2,2,67,2,NA,2,3,1,1,3,1,1,3,2,NA,0,5,0,1,4
2,4,1,4,0,0,0,0,0,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,5,1,2,2,3,1,1,1,1,2,1,1,2,2,1,3,3,NA,NA,3,3,3,NA,2,2,NA,NA,4,4,2,2,4,4,4,4,4,4,NA,4,3,4,4,4,2,2,2,50,1,2,2,1,2,3,3,2,2,1,52,3,3,1,1,2,2,2,2,1,1,1,1,2,1,2,3,1,E,3,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,NA,NA,0,0,2,NA,NA,1,3,3,1,1,3,0,NA,NA,1,1,52,2,2,2,3,1,1,2,1,1,2,2,NA,0,3,NA,1,3
1,2,2,4,1,0,0,0,0,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,1,3,3,1,3,3,1,2,1,2,2,3,2,1,1,1,1,1,2,1,1,1,2,4,4,4,3,4,4,4,2,4,4,4,4,4,4,2,4,4,4,2,2,2,13,1,2,1,2,2,3,3,2,2,3,53,3,2,2,1,2,3,3,2,2,1,1,1,1,1,2,2,2,E,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,3,2,4,0,3,1,1,0,1,3,2,53,2,2,3,3,1,3,3,2,1,3,2,NA,1,2,0,1,2
1,4,1,1,0,0,0,0,0,3,NA,2,2,2,2,2,2,1,2,2,2,2,2,1,NA,1,1,2,2,1,1,2,2,3,1,1,1,1,2,2,1,1,2,3,2,2,1,1,1,2,2,4,4,4,1,1,1,3,2,4,4,4,4,1,2,4,4,1,2,2,1,3,1,3,4,1,2,1,1,2,1,3,51,3,1,2,1,1,2,3,1,1,1,2,2,2,2,2,3,1,P,3,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,6,3,1,NA,NA,1,3,3,3,4,1,3,1,0,4,0,3,1,51,2,2,2,1,1,2,2,2,1,3,2,NA,1,3,0,1,3
1,1,5,5,0,0,0,0,0,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,6,2,1,1,NA,NA,1,2,NA,3,1,NA,NA,3,NA,NA,2,1,1,1,1,1,1,1,2,2,4,4,NA,4,4,NA,3,4,4,3,4,4,2,3,4,4,4,2,2,2,25,1,2,2,1,7,2,1,2,1,3,55,2,2,2,1,3,2,2,3,NA,NA,NA,1,2,NA,NA,6,1,P,3,0,0,0,0,0,NA,0,0,NA,1,0,0,1,0,0,0,1,0,0,0,NA,NA,0,1,3,NA,NA,3,6,4,0,NA,2,0,NA,NA,2,1,55,2,2,1,NA,NA,1,3,NA,1,3,2,NA,0,5,1,1,4
3,5,1,4,0,1,1,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,NA,1,1,3,2,2,2,3,2,1,1,2,1,1,1,2,1,3,2,2,1,1,1,2,2,4,4,1,2,3,2,2,2,4,4,4,4,2,3,4,2,4,2,2,1,20,2,1,2,1,2,1,1,3,2,4,51,2,1,3,1,2,1,NA,1,1,1,2,NA,2,2,2,2,2,E,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,1,3,1,1,4,2,2,NA,3,2,0,2,1,2,2,51,2,2,1,3,2,2,1,1,0,3,2,NA,0,2,0,1,2
1,2,1,4,1,0,0,0,0,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,5,1,1,3,2,1,1,1,3,3,1,2,NA,1,2,2,2,1,1,1,2,1,2,1,3,3,4,4,4,2,2,2,1,4,4,4,4,4,2,NA,4,4,4,2,2,2,5,4,6,2,1,2,1,2,1,2,2,73,1,2,2,1,2,2,3,3,1,1,1,1,1,1,1,2,2,E,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,1,3,0,NA,2,2,4,1,2,2,0,NA,0,2,2,73,2,2,3,2,1,1,1,2,1,3,2,NA,0,2,0,1,2
2,4,1,4,0,0,0,0,0,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,2,3,1,3,1,1,3,1,1,1,3,1,2,3,1,1,2,2,2,2,1,2,3,4,4,4,4,2,2,4,4,4,2,4,4,4,4,4,4,2,2,3,2,6,1,2,2,1,2,2,2,1,2,3,53,3,1,1,1,2,2,2,1,1,2,2,2,1,1,1,3,2,C,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,1,3,3,3,1,2,3,0,1,0,1,2,53,2,3,2,3,1,3,3,1,1,3,2,NA,0,3,0,1,3
1,1,1,4,1,0,0,0,0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,5,2,1,3,3,1,3,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,4,4,2,2,2,2,2,4,4,4,4,4,2,4,4,4,2,2,2,30,1,2,4,1,2,2,3,2,1,4,62,1,NA,2,1,2,3,3,3,1,1,1,2,2,2,2,4,2,E,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,4,4,0,3,1,0,0,0,3,2,62,2,2,3,3,1,3,2,2,1,2,2,NA,1,4,0,1,3
2,2,1,5,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,4,2,2,3,1,1,1,1,1,3,1,1,1,1,3,2,1,1,1,1,1,2,1,1,3,3,4,4,3,2,2,2,3,2,1,2,4,4,2,3,4,4,2,2,2,2,5,4,NA,2,1,2,1,2,1,1,1,71,3,1,1,1,3,3,NA,2,1,1,NA,1,2,2,2,NA,2,E,4,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,6,3,0,1,3,1,5,1,NA,3,0,2,1,0,5,1,3,2,71,2,2,3,1,1,1,1,3,NA,3,2,NA,1,NA,0,1,4
3,1,1,5,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,3,2,3,1,2,2,1,3,1,2,1,1,3,1,1,1,1,1,3,3,1,1,3,3,4,4,4,4,4,2,4,4,4,4,4,4,2,3,4,3,3,2,2,2,21,4,3,2,1,2,2,2,1,2,2,68,2,3,1,2,NA,1,NA,2,1,1,2,1,1,NA,NA,2,2,E,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,3,0,0,2,1,3,2,2,2,1,3,1,0,3,1,3,2,68,2,2,2,3,1,2,1,3,1,3,2,NA,1,2,1,1,2
1,1,1,5,0,0,0,0,0,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,NA,2,2,3,1,1,1,3,1,1,3,1,1,1,1,NA,1,3,1,1,2,2,1,1,1,2,2,2,2,2,4,4,4,2,4,2,2,2,4,4,2,2,4,4,2,NA,2,10,1,2,2,1,2,3,3,1,3,2,53,2,2,1,1,2,2,3,2,2,1,1,1,2,NA,1,2,2,C,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,2,4,0,3,3,0,0,0,1,2,53,2,NA,1,1,1,3,1,NA,1,3,2,NA,0,2,0,1,2
1,1,1,1,1,0,1,0,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,6,2,1,3,3,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,2,NA,2,20,1,2,2,1,2,1,1,1,1,3,62,1,1,1,1,1,3,3,3,1,1,2,2,2,2,2,7,1,P,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,3,0,2,3,7,4,0,3,1,0,2,0,3,1,62,2,NA,3,3,1,1,1,1,1,3,2,NA,1,5,0,1,4
1,1,1,4,0,1,1,0,0,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,2,3,2,1,2,2,NA,NA,1,2,3,1,1,2,1,2,1,2,NA,1,2,2,NA,1,1,1,1,4,4,4,1,1,4,1,NA,4,4,4,1,1,1,4,4,NA,NA,2,NA,50,1,3,2,1,2,2,2,1,1,3,74,3,2,NA,1,3,2,NA,3,1,2,2,2,2,1,1,7,1,C,4,1,1,1,0,0,0,1,1,0,1,NA,0,0,0,1,1,1,0,0,NA,NA,NA,1,1,3,1,NA,3,7,4,0,3,2,0,NA,0,2,1,74,NA,2,2,2,NA,NA,1,2,1,3,NA,NA,0,5,0,1,4
1,1,1,4,1,0,0,0,0,1,1,2,2,2,2,1,2,1,2,1,2,2,1,1,2,NA,2,3,2,3,1,1,1,1,3,1,1,1,3,NA,3,3,2,1,1,1,1,1,1,2,2,2,4,3,4,4,3,2,4,4,4,4,4,4,1,4,4,4,2,NA,1,5,1,2,2,2,2,3,2,3,2,2,54,1,1,NA,2,NA,NA,3,3,2,1,1,1,2,1,1,3,1,E,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,3,1,2,2,3,4,0,1,3,0,2,1,1,1,54,2,NA,2,3,1,1,3,NA,1,3,2,NA,0,3,0,1,3
2,1,1,5,1,0,1,0,0,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2,2,2,2,3,2,1,1,2,1,3,2,3,1,2,2,2,2,3,1,1,1,4,4,4,4,4,1,4,1,4,4,4,4,1,1,4,4,4,2,3,1,10,4,4,2,1,2,2,2,1,2,4,72,3,2,1,1,3,1,1,1,1,1,2,2,2,2,NA,3,1,E,4,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,6,3,0,1,3,0,6,4,3,3,0,2,3,0,6,0,1,1,72,2,3,2,2,2,2,1,3,1,3,2,NA,0,3,0,1,3
1,1,1,1,0,0,0,0,0,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,5,NA,1,2,2,2,2,1,2,3,1,2,NA,2,2,1,3,2,2,2,2,2,2,2,2,4,4,4,3,4,2,4,4,4,4,4,4,4,4,3,4,4,4,2,2,1,6,5,2,2,1,2,3,2,2,2,4,55,2,1,2,NA,NA,2,NA,3,1,1,2,2,2,NA,2,5,2,P,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,3,1,1,4,5,4,NA,3,3,0,1,1,1,2,55,2,2,2,2,2,2,2,2,1,2,2,NA,0,5,0,1,4
2,2,1,1,0,0,0,0,0,3,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,3,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,4,2,2,2,4,3,2,2,4,2,2,4,3,2,2,2,2,2,2,25,1,4,2,1,3,3,3,3,3,3,60,2,1,3,2,NA,1,1,1,1,2,NA,1,2,1,1,3,1,E,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,2,0,NA,NA,0,4,3,3,3,1,3,1,0,4,0,3,1,60,2,2,1,3,1,3,2,1,1,3,2,NA,1,3,0,1,3
4,1,2,5,0,0,1,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,3,NA,NA,NA,NA,NA,3,1,2,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,NA,4,4,1,4,1,1,4,4,4,4,4,4,4,4,4,3,NA,21,4,2,5,1,2,NA,NA,NA,NA,1,92,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,P,4,1,1,0,0,0,NA,0,0,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,0,1,3,NA,4,1,NA,1,1,NA,3,0,4,NA,1,1,92,NA,3,3,NA,NA,NA,2,NA,1,NA,NA,NA,0,NA,0,1,4
2,5,2,5,0,0,0,0,0,4,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,NA,2,3,2,2,2,2,2,1,2,1,1,3,NA,1,1,1,2,2,1,1,1,3,1,2,4,NA,NA,2,2,3,4,4,3,3,4,NA,4,4,4,2,NA,2,1,25,4,6,3,1,2,3,2,3,NA,1,71,3,2,1,2,NA,2,2,3,NA,NA,1,1,1,1,NA,1,2,P,4,1,1,1,0,0,NA,NA,0,0,1,0,0,1,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,1,0,NA,NA,3,2,71,NA,2,2,3,2,2,1,3,1,3,NA,NA,1,1,2,1,1
1,1,1,1,1,0,0,1,0,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,5,2,2,1,NA,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,3,NA,1,2,2,4,4,4,1,1,4,1,4,4,4,4,4,4,4,4,4,1,2,2,2,30,1,2,1,2,2,1,1,2,1,3,58,1,2,3,1,2,3,2,3,1,2,2,2,2,2,2,6,2,P,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,3,1,1,3,6,4,0,2,1,0,2,0,3,2,58,2,2,1,NA,1,2,1,2,1,3,2,NA,1,5,0,1,4
3,1,1,2,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,4,2,2,2,3,1,1,1,2,3,1,1,2,2,3,3,1,1,1,2,2,2,2,1,2,2,2,4,4,4,2,2,4,4,4,4,4,4,4,3,2,2,4,2,2,1,59,1,2,2,1,2,2,2,2,2,2,59,2,3,2,1,2,1,3,1,1,1,2,2,2,2,1,4,1,E,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3,0,1,2,4,2,0,1,1,0,1,0,3,1,59,2,2,2,3,1,1,2,3,1,3,2,NA,1,4,0,1,3
